      n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
    484,              ,                ,               ,      3706,           0,      27350
    485,              ,                ,               ,      3717,           0,      17833
    486,              ,                ,               ,      3717,           0,      19878
    487,              ,                ,               ,      3733,           0,      23993
    488,              ,                ,               ,      3740,           0,      17807
    489,              ,                ,               ,      3749,           0,      18911
    490,              ,                ,               ,      3762,           0,      18563
    491,              ,                ,               ,      3765,           0,      17585
    492,              ,                ,               ,      3788,           0,      19508
    493,              ,                ,               ,      3789,           0,      18541
    494,              ,                ,               ,      3793,           0,      18550
    495,              ,                ,               ,      3811,           0,      18507
    496,              ,                ,               ,      3815,           0,      22204
    497,              ,                ,               ,      3826,           0,      18731
    498,              ,                ,               ,      3831,           0,      20202
    499,              ,                ,               ,      3836,           0,      18937
    500,              ,                ,               ,      3846,           0,      20562
    501,              ,                ,               ,      3859,           0,      19917
    502,              ,                ,               ,      3869,           0,      18389
    503,              ,                ,               ,      3876,           0,      19064
    504,              ,                ,               ,      3876,           0,      19123
    505,              ,                ,               ,      3887,           0,      18740
    506,              ,                ,               ,      3898,           0,      18527
    507,              ,                ,               ,      3909,           0,      19311
    508,              ,                ,               ,      3919,           0,      17797
    509,              ,                ,               ,      3932,           0,      20042
    510,              ,                ,               ,      3928,           0,      19860
    511,              ,                ,               ,      3933,           0,      18554
    512,              ,                ,               ,      3954,           0,      18831
    513,              ,                ,               ,      3963,           0,      19940
    514,              ,                ,               ,      3980,           0,      18444
    515,              ,                ,               ,      3981,           0,      18405
    516,              ,                ,               ,      3980,           0,      21013
    517,              ,                ,               ,      3987,           0,      18595
    518,              ,                ,               ,      3996,           0,      21542
    519,              ,                ,               ,      4009,           0,      18749
    520,              ,                ,               ,      4038,           0,      18891
    521,              ,                ,               ,      4046,           0,      18885
    522,              ,                ,               ,      4060,           0,      20534
    523,              ,                ,               ,      4075,           0,      18913
    524,              ,                ,               ,      4060,           0,      19829
    525,              ,                ,               ,      4062,           0,      19141
    526,              ,                ,               ,      4076,           0,      18815
    527,              ,                ,               ,      4099,           0,      19894
    528,              ,                ,               ,      4101,           0,      18541
    529,              ,                ,               ,      4104,           0,      23180
    530,              ,                ,               ,      4119,           0,      20603
    531,              ,                ,               ,      4118,           0,      24615
    532,              ,                ,               ,      4131,           0,      21239
    533,              ,                ,               ,      4136,           0,      21913
    534,              ,                ,               ,      4157,           0,      18437
    535,              ,                ,               ,      4151,           0,      19940
    536,              ,                ,               ,      4168,           0,      19363
    537,              ,                ,               ,      4180,           0,      20501
    538,              ,                ,               ,      4186,           0,      19366
    539,              ,                ,               ,      4201,           0,      23183
    540,              ,                ,               ,      4200,           0,      20395
    541,              ,                ,               ,      4209,           0,      23805
    542,              ,                ,               ,      4225,           0,      20428
    543,              ,                ,               ,      4214,           0,      23949
    544,              ,                ,               ,      4254,           0,      20078
    545,              ,                ,               ,      4264,           0,      22823
    546,              ,                ,               ,      4274,           0,      19952
    547,              ,                ,               ,      4283,           0,      22194
    548,              ,                ,               ,      4303,           0,      20038
    549,              ,                ,               ,      4307,           0,      20287
    550,              ,                ,               ,      4312,           0,      20729
    551,              ,                ,               ,      4329,           0,      20472
    552,              ,                ,               ,      4321,           0,      20988
    553,              ,                ,               ,      4322,           0,      20046
    554,              ,                ,               ,      4336,           0,      21592
    555,              ,                ,               ,      4339,           0,      21328
    556,              ,                ,               ,      4349,           0,      24210
    557,              ,                ,               ,      4360,           0,      22667
    558,              ,                ,               ,      4384,           0,      21198
    559,              ,                ,               ,      4382,           0,      24049
    560,              ,                ,               ,      4379,           0,      19752
    561,              ,                ,               ,      4391,           0,      20972
    562,              ,                ,               ,      4399,           0,      20182
    563,              ,                ,               ,      4425,           0,      21230
    564,              ,                ,               ,      4429,           0,      20755
    565,              ,                ,               ,      4442,           0,      22683
    566,              ,                ,               ,      4456,           0,      21418
    567,              ,                ,               ,      4479,           0,      24891
    568,              ,                ,               ,      4468,           0,      25209
    569,              ,                ,               ,      4476,           0,      21471
    570,              ,                ,               ,      4483,           0,      22193
    571,              ,                ,               ,      4485,           0,      20329
    572,              ,                ,               ,      4508,           0,      21773
    573,              ,                ,               ,      4501,           0,      20550
    574,              ,                ,               ,      4510,           0,      21381
    575,              ,                ,               ,      4521,           0,      21070
    576,              ,                ,               ,      4552,           0,      22690
    577,              ,                ,               ,      4564,           0,      20970
